battery_id,cycle,voltage_measured,current_measured,temperature_measured,voltage_charge,current_charge,capacity,internal_resistance,ambient_temperature,soh,rul
B0018,255,3.6292,-2.117,27.33,4.1717,1.4874,1.6199,0.0364,20.64,87.56,380
B0018,256,3.6296,-2.0767,28.81,4.1732,1.4647,1.6295,0.03618,21.66,88.08,379
B0018,257,3.5994,-1.7721,25.94,4.1687,1.5045,1.6271,0.03499,21.7,87.95,378
B0018,258,3.5891,-2.0214,27.81,4.1718,1.5101,1.6332,0.03831,23.83,88.28,377
B0018,259,3.6105,-1.9952,28.31,4.1623,1.5403,1.629,0.03661,21.8,88.06,376
B0018,260,3.6299,-2.096,28.51,4.1608,1.5399,1.6295,0.03447,20.7,88.08,375
B0018,261,3.6071,-1.8435,23.28,4.1855,1.3849,1.6272,0.03622,20.08,87.96,374
B0018,262,3.6143,-1.95,25.75,4.1576,1.4924,1.6193,0.03559,21.3,87.53,373
B0018,263,3.6636,-2.0775,25.1,4.1689,1.5692,1.6303,0.0348,21.48,88.12,372
B0018,264,3.5839,-2.0994,26.83,4.1888,1.4781,1.6271,0.03456,19.42,87.95,371
B0018,265,3.6054,-1.9693,23.55,4.1682,1.557,1.6269,0.03668,20.95,87.94,370
B0018,266,3.6581,-1.9956,23.48,4.1858,1.4847,1.628,0.03514,21.99,88.0,369
B0018,267,3.619,-1.9168,29.78,4.1644,1.5087,1.6224,0.03568,21.19,87.7,368
B0018,268,3.6055,-1.9453,27.42,4.1574,1.4432,1.6274,0.03492,22.73,87.97,367
B0018,269,3.6427,-2.0264,26.64,4.1492,1.445,1.6204,0.03514,20.23,87.59,366
B0018,270,3.6201,-2.0544,26.97,4.1927,1.5363,1.6162,0.03582,22.5,87.36,365
B0018,271,3.6117,-2.016,26.61,4.1558,1.5441,1.6165,0.03638,22.77,87.38,364
B0018,272,3.6222,-2.0551,27.85,4.184,1.5013,1.6156,0.03346,22.85,87.33,363
B0018,273,3.6049,-2.013,25.37,4.1577,1.4386,1.612,0.03612,20.36,87.13,362
B0018,274,3.5975,-1.9984,26.56,4.1924,1.5022,1.623,0.03541,22.28,87.73,361
B0018,275,3.6152,-2.0898,26.58,4.2056,1.5629,1.6147,0.03761,21.33,87.28,360
B0018,276,3.597,-1.9369,24.63,4.1471,1.5871,1.6127,0.0392,20.63,87.18,359
B0018,277,3.6171,-2.037,28.07,4.156,1.4842,1.6135,0.03595,21.66,87.22,358
B0018,278,3.6237,-2.0842,25.44,4.1838,1.417,1.627,0.03464,21.21,87.95,357
B0018,279,3.6334,-2.0352,27.59,4.1798,1.542,1.6033,0.03653,23.07,86.67,356
B0018,280,3.6386,-1.9758,26.19,4.1837,1.4862,1.604,0.03626,22.7,86.7,355
B0018,281,3.6076,-1.9917,28.42,4.1633,1.5472,1.6002,0.03849,21.07,86.5,354
B0018,282,3.6254,-1.9578,24.36,4.2016,1.5141,1.6057,0.03824,21.54,86.79,353
B0018,283,3.625,-1.9102,24.24,4.1735,1.4558,1.6075,0.03749,21.92,86.89,352
B0018,284,3.6214,-1.8695,24.46,4.1533,1.5029,1.6026,0.03609,22.27,86.63,351
B0018,285,3.6049,-1.9715,25.96,4.1677,1.5654,1.6014,0.03741,23.39,86.56,350
B0018,286,3.5936,-2.1069,28.02,4.1533,1.4925,1.6043,0.03705,23.11,86.72,349
B0018,287,3.6239,-2.0269,28.04,4.1952,1.4483,1.5998,0.03708,22.51,86.48,348
B0018,288,3.5795,-2.1004,22.14,4.1613,1.4206,1.6034,0.03533,22.24,86.67,347
B0018,289,3.6079,-1.8303,25.92,4.1785,1.4614,1.607,0.038,20.77,86.87,346
B0018,290,3.5619,-1.8013,20.67,4.1639,1.4795,1.6037,0.0371,23.88,86.69,345
B0018,291,3.586,-1.935,26.62,4.1617,1.541,1.604,0.03695,22.18,86.7,344
B0018,292,3.5949,-1.9142,27.05,4.1421,1.444,1.6043,0.0365,24.22,86.72,343
B0018,293,3.634,-1.9749,25.25,4.1797,1.5777,1.5989,0.03636,22.9,86.43,342
B0018,294,3.6256,-1.9634,25.38,4.1901,1.4331,1.5956,0.03752,24.77,86.25,341
B0018,295,3.6004,-2.1597,25.31,4.1568,1.6166,1.5913,0.03551,23.4,86.02,340
B0018,296,3.6258,-2.0074,23.96,4.1472,1.5863,1.5926,0.0381,21.4,86.08,339
B0018,297,3.6287,-2.0881,25.73,4.1823,1.5071,1.5909,0.03631,22.26,86.0,338
B0018,298,3.6074,-1.9719,24.67,4.1455,1.4176,1.597,0.03536,22.75,86.33,337
B0018,299,3.5826,-2.006,26.36,4.1884,1.4972,1.594,0.03929,22.08,86.16,336
B0018,300,3.6058,-1.8053,24.73,4.1564,1.4807,1.5951,0.03666,22.62,86.22,335
B0018,301,3.6077,-1.9083,23.55,4.1534,1.4363,1.5839,0.03685,21.67,85.62,334
B0018,302,3.5848,-1.9715,22.48,4.1735,1.5146,1.5974,0.03876,23.09,86.35,333
B0018,303,3.6164,-2.0267,21.92,4.1541,1.4588,1.5862,0.03953,23.36,85.74,332
B0018,304,3.6144,-1.8324,26.63,4.159,1.4643,1.5816,0.0362,22.16,85.49,331
B0018,305,3.6174,-2.003,23.92,4.1748,1.4898,1.5844,0.03683,25.15,85.64,330
B0018,306,3.6138,-1.9668,25.05,4.133,1.4713,1.5998,0.03695,23.31,86.47,329
B0018,307,3.6225,-1.9958,27.16,4.1939,1.6039,1.5829,0.03882,22.48,85.56,328
B0018,308,3.604,-2.0404,23.58,4.1699,1.4732,1.5824,0.03958,21.7,85.54,327
B0018,309,3.6113,-1.9963,23.43,4.1497,1.522,1.5823,0.03691,23.43,85.53,326
B0018,310,3.599,-2.1962,24.11,4.1537,1.5073,1.5816,0.03946,23.16,85.49,325
B0018,311,3.595,-2.1548,24.3,4.1838,1.5176,1.5773,0.03739,24.24,85.26,324
B0018,312,3.6332,-1.965,27.03,4.1778,1.5215,1.5815,0.03849,23.35,85.49,323
B0018,313,3.5652,-1.8432,26.49,4.1895,1.5441,1.5858,0.03693,22.34,85.72,322
B0018,314,3.6233,-1.9652,25.02,4.1584,1.5133,1.5807,0.03813,25.25,85.44,321
B0018,315,3.5931,-2.072,26.21,4.1729,1.5112,1.5719,0.0382,24.05,84.97,320
B0018,316,3.5902,-2.1443,23.72,4.1748,1.5029,1.5753,0.03805,23.4,85.15,319
B0018,317,3.6101,-1.9215,24.38,4.1787,1.4931,1.5733,0.0388,23.86,85.04,318
B0018,318,3.5748,-2.0567,23.43,4.1851,1.4544,1.5758,0.03746,24.21,85.18,317
B0018,319,3.588,-1.9357,21.9,4.1573,1.497,1.582,0.03764,22.35,85.51,316
B0018,320,3.587,-1.961,25.59,4.1663,1.5121,1.5729,0.03901,23.97,85.02,315
B0018,321,3.5993,-1.9522,24.53,4.1587,1.5201,1.5723,0.03997,23.4,84.99,314
B0018,322,3.5873,-1.9966,23.72,4.167,1.509,1.5818,0.03865,24.4,85.5,313
B0018,323,3.6351,-1.9616,23.64,4.1782,1.4884,1.5759,0.03923,23.19,85.19,312
B0018,324,3.6387,-2.0119,21.34,4.1428,1.4971,1.5734,0.03954,23.36,85.05,311
B0018,325,3.5621,-2.0635,22.09,4.1841,1.4723,1.5802,0.03967,25.66,85.42,310
B0018,326,3.6131,-2.0963,24.02,4.1503,1.5157,1.5712,0.03794,25.27,84.93,309
B0018,327,3.6191,-2.2385,22.69,4.1627,1.4889,1.5566,0.03816,20.78,84.14,308
B0018,328,3.6125,-2.0181,23.12,4.1859,1.509,1.5713,0.0383,25.26,84.94,307
B0018,329,3.5881,-1.8481,23.25,4.172,1.55,1.557,0.04098,24.07,84.16,306
B0018,330,3.5961,-1.927,22.35,4.1721,1.4645,1.5675,0.03961,23.47,84.73,305
B0018,331,3.5857,-1.9772,21.89,4.1492,1.5298,1.5546,0.03962,23.2,84.03,304
B0018,332,3.592,-2.0734,20.89,4.1511,1.5017,1.5606,0.03957,23.29,84.36,303
B0018,333,3.5759,-1.9003,23.06,4.1808,1.6011,1.5603,0.03794,23.59,84.34,302
B0018,334,3.5975,-2.0119,24.18,4.1578,1.4892,1.5572,0.04125,23.18,84.17,301
B0018,335,3.5694,-1.8425,20.76,4.1591,1.5348,1.5586,0.03984,22.98,84.25,300
B0018,336,3.5952,-2.0981,23.16,4.1809,1.5008,1.5654,0.04014,23.33,84.62,299
B0018,337,3.5739,-2.075,23.6,4.1506,1.4306,1.5549,0.0377,24.72,84.05,298
B0018,338,3.6027,-2.0847,21.67,4.1702,1.474,1.561,0.0403,24.48,84.38,297
B0018,339,3.5847,-2.1482,25.27,4.1667,1.544,1.5517,0.03922,25.01,83.88,296
B0018,340,3.6038,-2.0937,22.54,4.166,1.4784,1.5551,0.0383,24.42,84.06,295
B0018,341,3.6193,-1.9897,22.95,4.1581,1.389,1.5571,0.03873,23.21,84.17,294
B0018,342,3.6292,-2.0712,22.85,4.1571,1.4984,1.5489,0.03847,25.04,83.72,293
B0018,343,3.5465,-2.3856,20.42,4.1495,1.4454,1.5463,0.0385,23.56,83.58,292
B0018,344,3.5801,-1.8926,24.58,4.1728,1.5066,1.5554,0.0399,25.24,84.08,291
B0018,345,3.5904,-2.1684,21.63,4.1555,1.5776,1.558,0.0395,23.45,84.22,290
B0018,346,3.6054,-1.9411,22.7,4.1799,1.5385,1.5505,0.04028,23.95,83.81,289
B0018,347,3.5629,-1.9969,23.95,4.1619,1.5768,1.5475,0.04167,24.3,83.65,288
B0018,348,3.576,-1.7883,25.24,4.1493,1.4719,1.55,0.03992,25.36,83.79,287
B0018,349,3.5979,-1.9003,21.43,4.1615,1.4928,1.5486,0.03786,24.89,83.71,286
B0018,350,3.5967,-2.0505,22.38,4.1588,1.4478,1.5488,0.03991,24.75,83.72,285
B0018,351,3.6023,-2.0702,25.13,4.18,1.4658,1.5325,0.0414,26.64,82.84,284
B0018,352,3.6033,-1.8497,23.76,4.1593,1.4537,1.5397,0.04017,22.94,83.23,283
B0018,353,3.6009,-2.1476,24.07,4.1606,1.4347,1.5401,0.04184,23.75,83.25,282
B0018,354,3.5977,-1.9809,21.5,4.1858,1.5683,1.5447,0.04082,23.73,83.5,281
B0018,355,3.5946,-2.0131,22.52,4.1721,1.3954,1.5441,0.03858,23.06,83.46,280
B0018,356,3.6065,-2.0343,22.85,4.1893,1.5685,1.5457,0.04058,24.12,83.55,279
B0018,357,3.5481,-1.9646,21.83,4.1832,1.5623,1.5427,0.04082,25.55,83.39,278
B0018,358,3.6235,-1.981,20.62,4.1509,1.525,1.5332,0.04166,24.28,82.87,277
B0018,359,3.5482,-1.9543,22.39,4.1789,1.4443,1.5475,0.04245,24.56,83.65,276
B0018,360,3.5704,-1.9861,25.21,4.1869,1.4209,1.5457,0.04159,23.18,83.55,275
B0018,361,3.5872,-1.9582,23.29,4.1869,1.4726,1.5308,0.04118,24.12,82.74,274
B0018,362,3.6049,-1.9907,25.29,4.1786,1.5313,1.5387,0.04146,24.46,83.17,273
B0018,363,3.5312,-2.0659,23.52,4.1782,1.5002,1.5327,0.04067,25.58,82.85,272
B0018,364,3.5902,-1.9996,22.14,4.1591,1.4478,1.5359,0.03943,23.27,83.02,271
B0018,365,3.6063,-2.0714,25.23,4.1509,1.5574,1.5401,0.04099,24.5,83.25,270
B0018,366,3.6101,-2.078,23.66,4.1581,1.5842,1.5452,0.04137,26.05,83.52,269
B0018,367,3.576,-2.0336,24.82,4.1383,1.4887,1.5367,0.03985,24.53,83.06,268
B0018,368,3.5836,-2.0119,21.81,4.1833,1.5055,1.5332,0.04243,22.86,82.88,267
B0018,369,3.577,-1.9965,25.01,4.1589,1.4246,1.5288,0.04216,26.26,82.64,266
B0018,370,3.5811,-1.9084,25.1,4.1824,1.4793,1.5309,0.03984,25.72,82.75,265
B0018,371,3.5681,-2.0498,23.97,4.1444,1.5255,1.5365,0.04263,25.86,83.06,264
B0018,372,3.5706,-1.9803,22.36,4.179,1.5177,1.5278,0.04101,23.25,82.59,263
B0018,373,3.5968,-1.9882,23.55,4.1553,1.4746,1.5223,0.04059,26.51,82.29,262
B0018,374,3.5904,-2.0609,24.58,4.1433,1.4863,1.5173,0.0425,24.23,82.02,261
B0018,375,3.5973,-1.9926,24.06,4.1869,1.4776,1.5283,0.04143,24.49,82.61,260
B0018,376,3.5915,-1.8997,24.66,4.179,1.4861,1.526,0.04343,24.3,82.48,259
B0018,377,3.601,-1.9813,25.33,4.1655,1.5212,1.5201,0.04073,25.95,82.17,258
B0018,378,3.6042,-1.9773,22.89,4.1627,1.4016,1.5285,0.0399,24.82,82.62,257
B0018,379,3.5515,-2.0705,22.18,4.1687,1.4963,1.5196,0.04141,25.47,82.14,256
B0018,380,3.5689,-1.8031,23.91,4.1649,1.5175,1.5203,0.04253,25.06,82.18,255
B0018,381,3.5811,-2.0648,23.52,4.15,1.4715,1.5201,0.04087,24.89,82.17,254
B0018,382,3.5849,-2.1668,25.25,4.1556,1.476,1.5174,0.04052,24.03,82.02,253
B0018,383,3.5717,-1.914,22.52,4.1911,1.4775,1.5197,0.04213,26.78,82.15,252
B0018,384,3.603,-2.0115,25.72,4.2017,1.476,1.5239,0.04049,23.5,82.38,251
B0018,385,3.6241,-2.0303,26.28,4.1849,1.5003,1.5103,0.04231,25.37,81.64,250
B0018,386,3.5879,-2.0546,24.31,4.1686,1.5065,1.5185,0.04172,25.32,82.08,249
B0018,387,3.5856,-1.8128,24.46,4.1562,1.395,1.5159,0.04261,26.09,81.94,248
B0018,388,3.6006,-1.9645,23.28,4.1492,1.5326,1.5149,0.04078,26.31,81.89,247
B0018,389,3.546,-1.945,23.68,4.1501,1.4855,1.518,0.04352,24.78,82.05,246
B0018,390,3.5836,-1.9837,23.94,4.1527,1.5966,1.5126,0.04209,25.43,81.76,245
B0018,391,3.6023,-1.973,26.78,4.1932,1.4404,1.5141,0.04309,26.65,81.84,244
B0018,392,3.5695,-1.8601,24.57,4.1879,1.4566,1.5145,0.04334,24.81,81.86,243
B0018,393,3.5576,-2.0251,22.76,4.1719,1.4899,1.5068,0.04127,23.79,81.45,242
B0018,394,3.5781,-2.1457,25.19,4.1462,1.5207,1.5104,0.04336,24.46,81.64,241
B0018,395,3.5803,-1.9132,26.11,4.1739,1.4025,1.5065,0.04111,23.52,81.43,240
B0018,396,3.563,-1.9503,24.9,4.1568,1.4585,1.5063,0.04122,25.18,81.42,239
B0018,397,3.6228,-1.9892,27.21,4.128,1.5296,1.5043,0.04461,25.86,81.32,238
B0018,398,3.571,-1.9529,26.23,4.1645,1.4526,1.5079,0.04381,24.65,81.51,237
B0018,399,3.5572,-2.0371,23.56,4.1475,1.5685,1.5048,0.04482,23.13,81.34,236
B0018,400,3.5781,-1.9979,24.37,4.1479,1.4773,1.5057,0.04243,25.75,81.39,235
B0018,401,3.5979,-2.0132,25.61,4.1561,1.455,1.5025,0.04296,22.93,81.22,234
B0018,402,3.5797,-2.0591,22.83,4.1523,1.5305,1.4928,0.04343,23.14,80.69,233
B0018,403,3.5888,-1.8811,25.9,4.1592,1.5804,1.501,0.04295,24.49,81.14,232
B0018,404,3.5614,-2.1412,22.82,4.1584,1.5208,1.5003,0.04227,24.89,81.1,231
B0018,405,3.6083,-1.7639,27.06,4.1314,1.563,1.5004,0.04217,25.04,81.1,230
B0018,406,3.5894,-1.9123,26.95,4.1822,1.5838,1.4949,0.04333,24.53,80.81,229
B0018,407,3.5989,-2.1778,26.41,4.1445,1.4539,1.4907,0.0421,26.33,80.58,228
B0018,408,3.5849,-2.0224,24.71,4.1449,1.5469,1.4999,0.04213,24.61,81.08,227
B0018,409,3.5938,-2.0169,26.04,4.1542,1.4238,1.494,0.04367,25.55,80.76,226
B0018,410,3.5595,-1.9608,25.08,4.1574,1.5212,1.4956,0.04324,25.27,80.85,225
B0018,411,3.5669,-2.0989,24.36,4.1808,1.4964,1.4922,0.04432,23.17,80.66,224
B0018,412,3.6033,-1.9968,25.46,4.1628,1.5621,1.4929,0.04301,24.26,80.7,223
B0018,413,3.6073,-2.0121,27.08,4.1672,1.5586,1.4896,0.04291,26.52,80.52,222
B0018,414,3.5529,-2.0738,26.16,4.1627,1.5285,1.4858,0.04397,23.86,80.31,221
B0018,415,3.5805,-2.0877,28.33,4.162,1.5149,1.4929,0.04278,23.66,80.7,220
B0018,416,3.5666,-1.9081,27.36,4.163,1.5254,1.4861,0.04299,24.48,80.33,219
B0018,417,3.561,-2.1697,27.26,4.1293,1.5031,1.4894,0.04308,23.81,80.51,218
B0018,418,3.5803,-1.9522,23.91,4.1545,1.4969,1.4899,0.04354,23.45,80.54,217
B0018,419,3.5971,-1.9202,25.95,4.1755,1.5721,1.4835,0.04558,23.73,80.19,216
B0018,420,3.583,-2.0219,24.84,4.2171,1.5781,1.4792,0.04248,25.61,79.96,215
B0018,421,3.5673,-1.9948,26.21,4.1398,1.4929,1.4985,0.04521,24.0,81.0,214
B0018,422,3.5837,-1.8837,25.5,4.1641,1.5119,1.4812,0.0447,22.78,80.06,213
B0018,423,3.5659,-2.0705,26.03,4.1491,1.5041,1.4867,0.04559,22.56,80.36,212
B0018,424,3.581,-2.0602,28.23,4.1883,1.4194,1.4931,0.04721,26.24,80.71,211
B0018,425,3.6004,-2.0495,27.4,4.1372,1.4832,1.4859,0.04556,23.78,80.32,210
B0018,426,3.5307,-1.8835,28.25,4.1668,1.58,1.4789,0.0451,24.4,79.94,209
B0018,427,3.5878,-1.8708,24.38,4.1362,1.4625,1.4793,0.04292,23.16,79.96,208
B0018,428,3.5408,-2.1396,26.91,4.1524,1.6057,1.4742,0.0431,24.21,79.69,207
B0018,429,3.5959,-1.8994,28.32,4.1566,1.5586,1.4829,0.0447,25.31,80.15,206
B0018,430,3.5583,-1.9181,29.17,4.173,1.5201,1.4802,0.04269,23.16,80.01,205
B0018,431,3.5463,-1.8446,24.63,4.1407,1.528,1.4733,0.04506,24.23,79.64,204
B0018,432,3.5843,-1.9615,26.46,4.1668,1.4541,1.4695,0.04236,22.33,79.43,203
B0018,433,3.5774,-2.0044,28.57,4.157,1.4867,1.4671,0.0457,25.72,79.3,202
B0018,434,3.5498,-1.8855,26.77,4.1607,1.5721,1.479,0.04428,23.93,79.95,201
B0018,435,3.5444,-1.9301,25.72,4.1709,1.4693,1.4733,0.04478,23.21,79.64,200
B0018,436,3.5655,-1.7755,24.79,4.1372,1.5531,1.473,0.04396,23.28,79.62,199
B0018,437,3.5448,-1.9041,25.72,4.1685,1.4311,1.4663,0.04287,23.03,79.26,198
B0018,438,3.5474,-1.9846,24.64,4.1477,1.4401,1.4619,0.04605,23.04,79.02,197
B0018,439,3.5706,-2.1174,27.29,4.1725,1.5951,1.4745,0.04621,21.01,79.7,196
B0018,440,3.5487,-2.0581,28.57,4.161,1.4994,1.4685,0.04457,23.32,79.38,195
B0018,441,3.5762,-2.1436,25.35,4.1528,1.4731,1.4724,0.04564,23.23,79.59,194
B0018,442,3.5972,-2.0215,27.65,4.1469,1.5681,1.4644,0.04464,23.82,79.15,193
B0018,443,3.5641,-1.9074,28.55,4.168,1.5623,1.4643,0.04537,22.77,79.15,192
B0018,444,3.5694,-2.0004,27.29,4.1745,1.546,1.4687,0.04589,22.48,79.39,191
B0018,445,3.6069,-1.8978,24.89,4.1475,1.4715,1.4679,0.04574,23.2,79.35,190
B0018,446,3.5424,-1.9662,27.9,4.1384,1.4857,1.4674,0.04658,21.55,79.32,189
B0018,447,3.5897,-2.0403,27.25,4.1657,1.5156,1.4605,0.04581,23.27,78.94,188
B0018,448,3.587,-1.9912,27.11,4.1335,1.5347,1.4646,0.04538,21.22,79.17,187
B0018,449,3.5824,-1.9528,26.53,4.1355,1.4746,1.4665,0.04464,24.16,79.27,186
B0018,450,3.5908,-1.9861,27.48,4.1391,1.5085,1.4589,0.04498,23.68,78.86,185
B0018,451,3.5703,-1.9849,28.12,4.1487,1.5134,1.4557,0.04632,22.03,78.69,184
B0018,452,3.5527,-2.0769,30.94,4.1348,1.5643,1.4651,0.04406,23.58,79.2,183
B0018,453,3.586,-2.0433,27.52,4.1256,1.5377,1.4532,0.04672,22.99,78.55,182
B0018,454,3.5865,-1.7742,29.61,4.1376,1.4247,1.4594,0.04539,21.82,78.89,181
B0018,455,3.5856,-1.8772,27.88,4.1641,1.4893,1.4547,0.0449,20.77,78.63,180
B0018,456,3.5641,-2.1474,27.18,4.1353,1.4536,1.4439,0.04468,23.07,78.05,179
B0018,457,3.5486,-2.2367,27.55,4.1492,1.5284,1.4596,0.0465,21.91,78.89,178
B0018,458,3.5664,-1.9924,25.48,4.1834,1.5462,1.4371,0.04587,23.76,77.68,177
B0018,459,3.5811,-1.9107,27.76,4.1534,1.5051,1.4405,0.04752,22.64,77.87,176
B0018,460,3.5825,-2.052,24.29,4.1591,1.4866,1.4536,0.04472,21.88,78.57,175
B0018,461,3.5531,-1.8978,25.97,4.1397,1.5035,1.4527,0.04546,24.34,78.52,174
B0018,462,3.5677,-1.994,27.41,4.1863,1.5104,1.4453,0.046,23.08,78.13,173
B0018,463,3.5349,-2.0163,29.02,4.1456,1.468,1.4488,0.04539,18.81,78.31,172
B0018,464,3.5805,-1.9244,29.35,4.1502,1.4391,1.4331,0.04621,21.94,77.46,171
B0018,465,3.5448,-2.0532,26.82,4.1733,1.3975,1.4502,0.04657,21.0,78.39,170
B0018,466,3.5759,-2.0287,27.38,4.1507,1.5634,1.4467,0.04679,21.54,78.2,169
B0018,467,3.5369,-1.933,28.6,4.154,1.5248,1.4442,0.04787,22.16,78.07,168
B0018,468,3.5802,-2.0031,25.1,4.149,1.5181,1.4437,0.04511,22.62,78.04,167
B0018,469,3.5657,-1.8091,27.67,4.149,1.5633,1.4454,0.0468,22.49,78.13,166
B0018,470,3.5434,-1.9306,25.79,4.1586,1.4372,1.4417,0.04587,23.26,77.93,165
B0018,471,3.5725,-1.9371,26.74,4.1612,1.4132,1.4305,0.047,22.79,77.33,164
B0018,472,3.5466,-2.005,26.27,4.1432,1.5192,1.4522,0.04706,22.69,78.5,163
B0018,473,3.5731,-1.9125,27.57,4.1412,1.5147,1.4458,0.04569,22.27,78.15,162
B0018,474,3.5523,-2.0323,27.71,4.1435,1.4134,1.4312,0.04583,23.32,77.36,161
B0018,475,3.5231,-1.9718,28.18,4.1315,1.518,1.4355,0.0473,21.68,77.59,160
B0018,476,3.5376,-2.0916,27.32,4.1285,1.48,1.4352,0.04686,21.67,77.58,159
B0018,477,3.5483,-1.8961,27.01,4.1568,1.4596,1.4416,0.04667,20.02,77.93,158
B0018,478,3.584,-1.9709,29.49,4.1663,1.4833,1.4228,0.0476,22.95,76.91,157
B0018,479,3.5743,-1.8017,24.38,4.1652,1.3779,1.4311,0.04773,21.78,77.36,156
B0018,480,3.5885,-1.7608,29.16,4.1163,1.4704,1.4232,0.04652,24.76,76.93,155
B0018,481,3.5888,-1.9237,26.13,4.1482,1.4648,1.4305,0.04625,21.39,77.33,154
B0018,482,3.5447,-1.9932,27.37,4.1353,1.5279,1.4286,0.0459,21.85,77.22,153
B0018,483,3.5513,-2.0946,25.98,4.1539,1.4921,1.4308,0.04724,22.27,77.34,152
B0018,484,3.5466,-1.9095,25.36,4.1453,1.5319,1.4261,0.04584,20.59,77.09,151
B0018,485,3.5411,-1.979,27.09,4.1604,1.3725,1.4244,0.04742,22.02,77.0,150
B0018,486,3.5174,-1.9462,27.87,4.1511,1.458,1.4311,0.04859,21.67,77.36,149
B0018,487,3.5536,-1.827,26.96,4.1229,1.5278,1.4293,0.04707,21.3,77.26,148
B0018,488,3.5279,-2.0824,25.39,4.1367,1.4846,1.429,0.04694,22.74,77.24,147
B0018,489,3.5526,-2.0924,31.56,4.1512,1.5423,1.4241,0.04953,20.64,76.98,146
B0018,490,3.5953,-2.0236,27.89,4.1524,1.4098,1.421,0.04909,21.79,76.81,145
B0018,491,3.5425,-1.9179,27.43,4.1298,1.5366,1.4226,0.04687,22.94,76.9,144
B0018,492,3.5563,-1.9445,25.44,4.1278,1.468,1.4252,0.04783,20.75,77.04,143
B0018,493,3.5702,-2.0896,24.98,4.1515,1.4632,1.4094,0.04807,21.14,76.19,142
B0018,494,3.5574,-1.9243,25.44,4.1295,1.5496,1.4228,0.048,23.75,76.91,141
B0018,495,3.5573,-2.1201,27.42,4.1255,1.5581,1.4215,0.04967,21.86,76.84,140
B0018,496,3.544,-2.0838,24.25,4.1437,1.5517,1.4192,0.04799,20.85,76.71,139
B0018,497,3.5463,-2.0115,24.08,4.143,1.6019,1.4172,0.0482,22.14,76.6,138
B0018,498,3.5314,-2.0553,26.43,4.137,1.5633,1.4029,0.0487,20.74,75.83,137
B0018,499,3.5672,-1.911,26.04,4.1395,1.4602,1.4138,0.04925,19.72,76.42,136
B0018,500,3.5152,-1.9714,24.34,4.1502,1.5071,1.4253,0.04905,22.64,77.04,135
B0018,501,3.5691,-1.8234,23.8,4.1391,1.482,1.4145,0.04871,20.14,76.46,134
B0018,502,3.5213,-2.0247,27.54,4.1509,1.6015,1.4119,0.04667,23.68,76.32,133
B0018,503,3.5684,-2.0122,25.86,4.144,1.5552,1.4128,0.04779,20.72,76.37,132
B0018,504,3.5417,-1.879,23.22,4.1521,1.4906,1.4138,0.04915,23.32,76.42,131
B0018,505,3.5239,-2.0091,23.26,4.1627,1.5439,1.4146,0.04864,19.8,76.46,130
B0018,506,3.5598,-1.8506,24.6,4.162,1.4384,1.4088,0.04926,22.18,76.15,129
B0018,507,3.5665,-1.9459,26.18,4.1686,1.5125,1.4115,0.05038,21.64,76.3,128
B0018,508,3.5388,-2.2353,25.92,4.1618,1.4531,1.4176,0.04737,21.96,76.63,127
B0018,509,3.5617,-1.8822,26.67,4.1527,1.4156,1.413,0.04974,22.08,76.38,126
B0018,510,3.5013,-1.9087,22.68,4.1425,1.5392,1.4195,0.04832,20.6,76.73,125
B0018,511,3.5203,-1.9049,25.19,4.1431,1.5454,1.402,0.04964,19.78,75.78,124
B0018,512,3.5722,-2.1911,26.94,4.1356,1.5229,1.414,0.04872,21.02,76.43,123
B0018,513,3.5416,-2.0663,26.74,4.1488,1.4909,1.3995,0.05094,21.29,75.65,122
B0018,514,3.5086,-2.0589,25.23,4.1591,1.4367,1.4049,0.049,20.58,75.94,121
B0018,515,3.5315,-2.0841,28.16,4.1376,1.4419,1.4062,0.04828,21.32,76.01,120
B0018,516,3.5267,-1.8258,25.5,4.1478,1.4515,1.3984,0.04939,21.37,75.59,119
B0018,517,3.5416,-2.0012,26.1,4.1381,1.4883,1.4008,0.04935,20.12,75.72,118
B0018,518,3.5372,-2.0037,24.55,4.1513,1.5538,1.4045,0.05022,21.42,75.92,117
B0018,519,3.5479,-1.9448,23.26,4.1399,1.553,1.3946,0.04958,20.75,75.38,116
B0018,520,3.5426,-1.9431,23.07,4.1369,1.4176,1.4069,0.05166,20.31,76.05,115
B0018,521,3.5709,-2.3335,24.61,4.1377,1.4653,1.3891,0.04913,21.79,75.09,114
B0018,522,3.5519,-2.0646,23.97,4.1553,1.464,1.4067,0.04919,20.23,76.04,113
B0018,523,3.5523,-2.1413,21.59,4.1462,1.3734,1.4006,0.04874,20.55,75.71,112
B0018,524,3.5661,-1.96,22.66,4.1412,1.5283,1.3936,0.04949,21.07,75.33,111
B0018,525,3.5347,-2.0289,23.68,4.1514,1.4877,1.391,0.04968,22.37,75.19,110
B0018,526,3.517,-1.9985,25.21,4.1412,1.4943,1.3896,0.04979,21.19,75.11,109
B0018,527,3.566,-2.2079,24.06,4.1642,1.5673,1.3907,0.04963,21.53,75.17,108
B0018,528,3.5443,-2.031,23.93,4.1326,1.5044,1.3903,0.049,20.71,75.15,107
B0018,529,3.5441,-1.8885,22.53,4.1443,1.4785,1.3967,0.04879,20.93,75.5,106
B0018,530,3.5283,-1.8591,24.01,4.1259,1.5286,1.3998,0.04934,20.96,75.66,105
